group_code,site_code,marine_site_name,marine_sort_order,latitude,longitude,marine_common_season,marine_season_code,year,season_sequence,season_name,target_assemblage,method_code,species_code,total,mpa_designation,mpa_region,georegion,bioregion,state_province,island,last_updated
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,150,SU18,2018,2,Summer,sea_star,IP,LEPTAS,7,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,150,SU18,2018,2,Summer,sea_star,IP,PATMIN,0,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,150,SU18,2018,2,Summer,sea_star,IP,PISBRE,0,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,150,SU18,2018,2,Summer,sea_star,IP,PISGIG,0,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,150,SU18,2018,2,Summer,sea_star,IP,PISOCH,66,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,150,SU18,2018,2,Summer,sea_star,IP,PYCHEL,0,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,154,SU19,2019,2,Summer,sea_star,IP,DERIMB,0,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,154,SU19,2019,2,Summer,sea_star,IP,EVATRO,0,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,154,SU19,2019,2,Summer,sea_star,IP,HENSPP,0,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,154,SU19,2019,2,Summer,sea_star,IP,KATTUN,80,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,154,SU19,2019,2,Summer,sea_star,IP,LEPTAS,11,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,154,SU19,2019,2,Summer,sea_star,IP,PATMIN,0,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,154,SU19,2019,2,Summer,sea_star,IP,PISBRE,0,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,154,SU19,2019,2,Summer,sea_star,IP,PISGIG,0,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,154,SU19,2019,2,Summer,sea_star,IP,PISOCH,69,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MEN,Cape Mendocino,5050,40.34099960,-124.36317,154,SU19,2019,2,Summer,sea_star,IP,PYCHEL,0,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MOA,Moat Creek,5120,38.88090897,-123.67475,118,SU10,2010,2,Summer,sea_star,IP,HENSPP,1,reference,North Central Coast,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MOA,Moat Creek,5120,38.88090897,-123.67475,118,SU10,2010,2,Summer,sea_star,IP,KATTUN,2,reference,North Central Coast,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MOA,Moat Creek,5120,38.88090897,-123.67475,118,SU10,2010,2,Summer,sea_star,IP,LEPTAS,2,reference,North Central Coast,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MOA,Moat Creek,5120,38.88090897,-123.67475,118,SU10,2010,2,Summer,sea_star,IP,PISOCH,4,reference,North Central Coast,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MOA,Moat Creek,5120,38.88090897,-123.67475,118,SU10,2010,2,Summer,sea_star,IP,PYCHEL,1,reference,North Central Coast,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MOA,Moat Creek,5120,38.88090897,-123.67475,122,SU11,2011,2,Summer,sea_star,IP,KATTUN,7,reference,North Central Coast,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MOA,Moat Creek,5120,38.88090897,-123.67475,122,SU11,2011,2,Summer,sea_star,IP,LEPTAS,2,reference,North Central Coast,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MOA,Moat Creek,5120,38.88090897,-123.67475,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,10,reference,North Central Coast,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MOA,Moat Creek,5120,38.88090897,-123.67475,122,SU11,2011,2,Summer,sea_star,IP,PYCHEL,6,reference,North Central Coast,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,83,FA01,2001,3,Fall,sea_star,IP,PISOCH,67,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,85,SP02,2002,1,Spring,sea_star,IP,PISOCH,55,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,87,FA02,2002,3,Fall,sea_star,IP,PISOCH,91,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,89,SP03,2003,1,Spring,sea_star,IP,PISOCH,96,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,90,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,80,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,145,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,125,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,99,FA05,2005,3,Fall,sea_star,IP,KATTUN,35,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,99,FA05,2005,3,Fall,sea_star,IP,PISOCH,143,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,101,SP06,2006,1,Spring,sea_star,IP,KATTUN,49,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,101,SP06,2006,1,Spring,sea_star,IP,PISOCH,149,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,103,FA06,2006,3,Fall,sea_star,IP,KATTUN,37,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,103,FA06,2006,3,Fall,sea_star,IP,PISOCH,149,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,103,FA06,2006,3,Fall,sea_star,IP,PYCHEL,1,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,105,SP07,2007,1,Spring,sea_star,IP,HENSPP,3,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,105,SP07,2007,1,Spring,sea_star,IP,KATTUN,46,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,105,SP07,2007,1,Spring,sea_star,IP,PISOCH,145,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,107,FA07,2007,3,Fall,sea_star,IP,HENSPP,3,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,107,FA07,2007,3,Fall,sea_star,IP,KATTUN,49,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,107,FA07,2007,3,Fall,sea_star,IP,PISOCH,151,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,107,FA07,2007,3,Fall,sea_star,IP,PYCHEL,1,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,109,SP08,2008,1,Spring,sea_star,IP,KATTUN,64,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,109,SP08,2008,1,Spring,sea_star,IP,PATMIN,1,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,109,SP08,2008,1,Spring,sea_star,IP,PISOCH,164,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,111,FA08,2008,3,Fall,sea_star,IP,HENSPP,6,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,111,FA08,2008,3,Fall,sea_star,IP,KATTUN,35,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,111,FA08,2008,3,Fall,sea_star,IP,PISOCH,95,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,113,SP09,2009,1,Spring,sea_star,IP,HENSPP,5,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,113,SP09,2009,1,Spring,sea_star,IP,KATTUN,60,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,113,SP09,2009,1,Spring,sea_star,IP,PISOCH,118,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,115,FA09,2009,3,Fall,sea_star,IP,DERIMB,2,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,115,FA09,2009,3,Fall,sea_star,IP,KATTUN,45,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,115,FA09,2009,3,Fall,sea_star,IP,PISOCH,83,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,117,SP10,2010,1,Spring,sea_star,IP,HENSPP,11,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,117,SP10,2010,1,Spring,sea_star,IP,KATTUN,46,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,117,SP10,2010,1,Spring,sea_star,IP,PISOCH,125,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,119,FA10,2010,3,Fall,sea_star,IP,DERIMB,2,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,119,FA10,2010,3,Fall,sea_star,IP,HENSPP,3,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,119,FA10,2010,3,Fall,sea_star,IP,KATTUN,55,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,119,FA10,2010,3,Fall,sea_star,IP,LEPTAS,4,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,128,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,121,SP11,2011,1,Spring,sea_star,IP,KATTUN,62,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,121,SP11,2011,1,Spring,sea_star,IP,PISOCH,77,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,123,FA11,2011,3,Fall,sea_star,IP,HENSPP,2,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,123,FA11,2011,3,Fall,sea_star,IP,KATTUN,35,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,123,FA11,2011,3,Fall,sea_star,IP,LEPTAS,4,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,82,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,123,FA11,2011,3,Fall,sea_star,IP,PYCHEL,2,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,125,SP12,2012,1,Spring,sea_star,IP,HENSPP,6,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,125,SP12,2012,1,Spring,sea_star,IP,KATTUN,25,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,125,SP12,2012,1,Spring,sea_star,IP,PISOCH,103,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,129,SP13,2013,1,Spring,sea_star,IP,HENSPP,5,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,129,SP13,2013,1,Spring,sea_star,IP,KATTUN,26,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,129,SP13,2013,1,Spring,sea_star,IP,PISOCH,103,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,131,FA13,2013,3,Fall,sea_star,IP,HENSPP,3,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,131,FA13,2013,3,Fall,sea_star,IP,KATTUN,35,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,131,FA13,2013,3,Fall,sea_star,IP,LEPTAS,20,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,131,FA13,2013,3,Fall,sea_star,IP,PISOCH,101,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,131,FA13,2013,3,Fall,sea_star,IP,PYCHEL,1,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,133,SP14,2014,1,Spring,sea_star,IP,HENSPP,3,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,133,SP14,2014,1,Spring,sea_star,IP,KATTUN,38,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,133,SP14,2014,1,Spring,sea_star,IP,LEPTAS,12,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,133,SP14,2014,1,Spring,sea_star,IP,PISOCH,53,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,135,FA14,2014,3,Fall,sea_star,IP,HENSPP,20,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,135,FA14,2014,3,Fall,sea_star,IP,KATTUN,33,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,135,FA14,2014,3,Fall,sea_star,IP,LEPTAS,31,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,135,FA14,2014,3,Fall,sea_star,IP,PATMIN,1,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,135,FA14,2014,3,Fall,sea_star,IP,PISOCH,67,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,137,SP15,2015,1,Spring,sea_star,IP,HENSPP,5,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,137,SP15,2015,1,Spring,sea_star,IP,KATTUN,38,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,137,SP15,2015,1,Spring,sea_star,IP,LEPTAS,15,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,137,SP15,2015,1,Spring,sea_star,IP,PISOCH,64,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,139,FA15,2015,3,Fall,sea_star,IP,HENSPP,6,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,139,FA15,2015,3,Fall,sea_star,IP,KATTUN,26,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,139,FA15,2015,3,Fall,sea_star,IP,LEPTAS,18,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,139,FA15,2015,3,Fall,sea_star,IP,PATMIN,2,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,139,FA15,2015,3,Fall,sea_star,IP,PISOCH,140,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,141,SP16,2016,1,Spring,sea_star,IP,HENSPP,12,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,141,SP16,2016,1,Spring,sea_star,IP,KATTUN,24,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,141,SP16,2016,1,Spring,sea_star,IP,LEPTAS,14,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,141,SP16,2016,1,Spring,sea_star,IP,PATMIN,5,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,141,SP16,2016,1,Spring,sea_star,IP,PISOCH,99,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,145,SP17,2017,1,Spring,sea_star,IP,DERIMB,0,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,145,SP17,2017,1,Spring,sea_star,IP,EVATRO,0,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,145,SP17,2017,1,Spring,sea_star,IP,HENSPP,1,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,145,SP17,2017,1,Spring,sea_star,IP,KATTUN,15,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,145,SP17,2017,1,Spring,sea_star,IP,LEPTAS,24,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,145,SP17,2017,1,Spring,sea_star,IP,PATMIN,2,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,145,SP17,2017,1,Spring,sea_star,IP,PISBRE,0,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,145,SP17,2017,1,Spring,sea_star,IP,PISGIG,0,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,145,SP17,2017,1,Spring,sea_star,IP,PISOCH,113,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,145,SP17,2017,1,Spring,sea_star,IP,PYCHEL,0,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,149,SP18,2018,1,Spring,sea_star,IP,DERIMB,0,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,149,SP18,2018,1,Spring,sea_star,IP,EVATRO,0,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,149,SP18,2018,1,Spring,sea_star,IP,HENSPP,3,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,149,SP18,2018,1,Spring,sea_star,IP,KATTUN,9,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,149,SP18,2018,1,Spring,sea_star,IP,LEPTAS,28,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,149,SP18,2018,1,Spring,sea_star,IP,PATMIN,1,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,149,SP18,2018,1,Spring,sea_star,IP,PISBRE,0,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,MOL,Andrew Molera,6190,36.28060913,-121.86317,149,SP18,2018,1,Spring,sea_star,IP,PISGIG,0,SMR,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
